Latin name,Trophic Level,Medium,Taxonomic kingdom,Taxonomic phylum or division,Taxonomic subphylum,Taxonomic superclass,Taxonomic class,Taxonomic order,Taxonomic family
Physella heterostropha,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Basommatophora,Physidae
Stenonema rubrum,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Ephemeroptera,Heptageniidae
Pseudopleuronectes yokohamae,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Pleuronectiformes,Pleuronectidae
Oncorhynchus nerka,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae
Rana ridibunda,AMPHIB,Freshwater,Animalia,Chordata,Vertebrata,,Amphibia,Anura,Ranidae
Menidia sp,FISH,Saltwater,,,,,,,
Gammarus sp,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Gammaridae
Dero sp,INVERT,Freshwater,Animalia,Annelida,,,Clitellata,Haplotaxida,Naididae
Dugesia sp,INVERT,Freshwater,Animalia,Platyhelminthes,,,Turbellaria,Tricladida,Planariidae
Laminaria saccharina,ALGAE,Saltwater,Chromista,Phaeophyta,,,Phaeophyceae,Laminariales,Laminariaceae
Palaemon elegans,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Palaemonidae
Moina dubia,INVERT,Freshwater,,,,,,,
Trichogaster trichopterus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Osphronemidae
Gymnocorymbus ternetzi,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Characiformes,Characidae
Jenynsia multidentata,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cyprinodontiformes,Anablepidae
Daphnia cephalata,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Daphniidae
Simocephalus exspinosus,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Daphniidae
Aplocheilichthys johnstonii,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cyprinodontiformes,Cyprinodontidae
Schilbe mystus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Schilbeidae
Barbus sp,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Enallagma sp,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Odonata,Coenagrionidae
Scardinius erythrophthalmus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Monopterus albus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Synbranchiformes,Synbranchidae
Cyprinus carpio ssp. carpio,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Bellamya dissimilis,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Architaenioglossa,Viviparidae
Hyphessobrycon bifasciatus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Characiformes,Characidae
Paphia laterisulca,INVERT,Saltwater,Animalia,Mollusca,,,Bivalvia,Veneroida,Veneridae
Potamonautes sp,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Potamonautidae
Lymnaea natalensis,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Basommatophora,Lymnaeidae
Alonella sp,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Chydoridae
Diaptomus sp,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Maxillopoda,Calanoida,Diaptomidae
Barbus javanicus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Macrognathus aculeatus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Synbranchiformes,Mastacembelidae
Moinodaphnia macleayi,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Cladocera,Moinidae
Macquaria ambigua,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Percichthyidae
Melanotaenia duboulayi,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Atheriniformes,Melanotaeniidae
Caridina weberi,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Atyidae
Ictalurus nebulosus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Ictaluridae
Ameiurus nebulosus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Ictaluridae
Pomacea canaliculata,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Architaenioglossa,Ampullariidae
Daphnia laevis,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Daphniidae
Lymnaea peregra,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Basommatophora,Lymnaeidae
Caenis moesta,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Ephemeroptera,Caenidae
Bufo woodhousei,AMPHIB,Freshwater,Animalia,Chordata,Vertebrata,,Amphibia,Anura,Bufonidae
Paratya compressa ssp improvisa,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Atyidae
Lepomis sp,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Centrarchidae
Branchiostoma caribaeum,FISH,Saltwater,Animalia,Chordata,,,Cephalochordata,Amphioxiformes,Branchiostomidae
Allorchestes compressa,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Hyalidae
Pontoporeia sp,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Pontoporeiidae
Chanodichthys erythropterus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Corbicula manilensis,INVERT,Freshwater,Animalia,Mollusca,,,Bivalvia,Veneroida,Corbiculidae
Macrobrachium superbum,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Palaemonidae
Mylopharyngodon piceus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Plagiognathops microlepis,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Penaeus semisulcatus,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Penaeidae
Penaeus penicillatus,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Penaeidae
Metapenaeus ensis,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Penaeidae
Ictalurus furcatus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Ictaluridae
Barilius vagra,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Umbra pygmaea,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Esociformes,Umbridae
Aedes triseriatus,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Culicidae
Aedes hendersoni,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Culicidae
Aedes atropalpus,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Culicidae
Nemacheilus angorae,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Balitoridae
Anopheles coustani,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Culicidae
Barbonymus gonionotus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Scenedesmus obtusiusculus,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Chlorococcales,Scenedesmaceae
Trichogaster pectoralis,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Osphronemidae
Colossoma macropomum,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Characiformes,Characidae
Aedes trivittatus,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Culicidae
Rasbora daniconius,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Danio sp,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Toxorhynchites splendens,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Culicidae
Echinometra mathaei,INVERT,Saltwater,Animalia,Echinodermata,Echinozoa,,Echinoidea,Echinoida,Echinometridae
Paratelphusa hydrodromus,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Parathelphusidae
Alona guttata,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Chydoridae
Paratya australiensis,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Atyidae
Pycnopsyche sp,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Trichoptera,Limnephilidae
Staurastrum sp,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Zygnematales,Desmidiaceae
Chlamydomonas segnis,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Volvocales,Chlamydomonadaceae
Pseudanabaena galeata,ALGAE,Freshwater,Monera,Cyanophycota,,,Cyanophyceae,Nostocales,Nostocaceae
Chlorella saccharophila,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Chlorococcales,Oocystaceae
Chasmichthys dolichognathus,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Gobiidae
Galaxias auratus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Osmeriformes,Galaxiidae
Acanthopagrus schlegelii,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Sparidae
Pagrus major,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Sparidae
Girella punctata,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Kyphosidae
Streptocephalus sudanicus,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Anostraca,Streptocephalidae
Homarus americanus,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Nephropidae
Microhyla ornata,AMPHIB,Freshwater,Animalia,Chordata,Vertebrata,,Amphibia,Anura,Microhylidae
Simulium venustum,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Simuliidae
Corydoras paleatus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Callichthyidae
Cipangopaludina japonica,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Architaenioglossa,Viviparidae
Nigronia serricornis,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Megaloptera,Corydalidae
Skeletonema marinoi,ALGAE,Saltwater,Chromista,Bacillariophyta,,,Coscinodiscophyceae,Thalassiosirales,Skeletonemaceae
Chlamydomonas geitleri,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Volvocales,Chlamydomonadaceae
Anabaena circinalis,ALGAE,Freshwater,Monera,Cyanophycota,,,Cyanophyceae,Nostocales,Nostocaceae
Sparus aurata,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Sparidae
Dugesia japonica,INVERT,Freshwater,Animalia,Platyhelminthes,,,Turbellaria,Tricladida,Planariidae
Libinia dubia,INVERT,Freshwater,Animalia,Arthropoda,,,Malacostraca,Decapoda,Pisidae
Lythrurus umbratilis,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Ameiurus natalis,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Ictaluridae
Luxilus cornutus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Cichlasoma bimaculatum,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Cichlidae
Varichaeta pacifica,INVERT,Freshwater,Animalia,Annelida,,,Oligochaeta,Haplotaxida,Tubificidae
Limnodriloides verrucosus,INVERT,Freshwater,Animalia,Annelida,,,Oligochaeta,Haplotaxida,Tubificidae
Peloscolex ferox,INVERT,Freshwater,Animalia,Annelida,,,Oligochaeta,Haplotaxida,Tubificidae
Peloscolex gabriellae,INVERT,Freshwater,Animalia,Annelida,,,Oligochaeta,Haplotaxida,Tubificidae
Monopylephorus cuticulatus,INVERT,Saltwater,Animalia,Annelida,,,Oligochaeta,Haplotaxida,Tubificidae
Quistadrilus multisetosus,INVERT,Freshwater,Animalia,Annelida,,,Oligochaeta,Haplotaxida,Tubificidae
Stylodrilus heringianus,INVERT,Freshwater,Animalia,Annelida,,,Clitellata,Lumbriculida,Lumbriculidae
Rhyacodrilus montanus,INVERT,Freshwater,Animalia,Annelida,,,Oligochaeta,Haplotaxida,Tubificidae
Spirosperma nikolskyi,INVERT,Freshwater,Animalia,Annelida,,,Oligochaeta,Haplotaxida,Tubificidae
Ilyodrilus frantzi,INVERT,Freshwater,Animalia,Annelida,,,Oligochaeta,Haplotaxida,Tubificidae
Nais communis,INVERT,Saltwater,Animalia,Annelida,,,Oligochaeta,Haplotaxida,Naididae
Pseudodiaptomus coronatus,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Maxillopoda,Calanoida,Pseudodiaptomidae
Chrysiptera cyanea,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Pomacentridae
Trichocerca pusilla,INVERT,Freshwater,Animalia,Rotifera,,,Eurotifera,Ploima,Trichocercidae
Lepadella patella,INVERT,Freshwater,Animalia,Rotifera,,,Monogonta,Ploima,Lepadellidae
Lecane quadridentata,INVERT,Freshwater,Animalia,Rotifera,,,Monogononta,Ploima,Lecanidae
Dugesia gonocephala,INVERT,Freshwater,Animalia,Platyhelminthes,,,Turbellaria,Tricladida,Planariidae
Caridina nilotica,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Atyidae
Nitzschia closterium,ALGAE,Freshwater,Chromista,Bacillariophyta,,,Bacillariophyceae,Pennales,Bacillariaceae
Labeo calbasu,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Labeo bata,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Ranatra sp,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Hemiptera,Nepidae
Nepa sp,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Hemiptera,Nepidae
Dytiscus sp,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Coleoptera,Dytiscidae
Monoraphidium contortum,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Chlorococcales,Oocystaceae
Cynopoecilus melanotaenia,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cyprinodontiformes,Rivulidae
Goniobasis sp,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Neotaenioglossa,Pleuroceridae
Tresus sp,INVERT,Saltwater,Animalia,Mollusca,,,Bivalvia,Veneroida,Mactridae
Poecilia vivipara,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cyprinodontiformes,Poeciliidae
Metamysidopsis swifti,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Mysida,Mysidae
Acanthomysis costata,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Mysida,Mysidae
Mysidopsis intii,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Mysida,Mysidae
Ceriodaphnia rigaudi,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Daphniidae
Diaphanosoma brachyurum,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Cladocera,Sididae
Cichlasoma nigrofasciatum,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Cichlidae
Acartia lilljeborgi,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Maxillopoda,Calanoida,Acartiidae
Temora stylifera,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Maxillopoda,Calanoida,Temoridae
Pagrus auratus,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Sparidae
Lytechinus variegatus,INVERT,Saltwater,Animalia,Echinodermata,Echinozoa,,Echinoidea,Temnopleuroida,Toxopneustidae
Strombus gigas,INVERT,Saltwater,Animalia,Mollusca,,,Gastropoda,Neotaenioglossa,Strombidae
Onisimus litoralis,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Lysianassidae
Boeckosimus edwardsi,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Lysianassidae
Neomysis americana,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Mysida,Mysidae
Spirostomum ambiguum,INVERT,Freshwater,Animalia,Ciliophora,,,Ciliatea,Heterotrichida,Spirostomidae
Eohaustorius estuarius,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Haustoriidae
Hydra americana,INVERT,Freshwater,Animalia,Cnidaria,,,Hydrozoa,Hydroida,Hydridae
Diaptomus clavipes,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Maxillopoda,Calanoida,Diaptomidae
Staurastrum manfeldtii,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Zygnematales,Desmidiaceae
Nitzschia sigma,ALGAE,Freshwater,Chromista,Bacillariophyta,,,Bacillariophyceae,Pennales,Bacillariaceae
Staurastrum chaetoceras,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Zygnematales,Desmidiaceae
Navicula salinarum,ALGAE,Freshwater,Chromista,Bacillariophyta,,,Bacillariophyceae,Pennales,Naviculaceae
Hexagenia sp,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Ephemeroptera,Ephemeridae
Parreysia favidens,INVERT,Freshwater,Animalia,Mollusca,,,Bivalvia,Unionoida,Unionidae
Rhamdia quelen,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Heptapteridae
Brachionus patulus,INVERT,Freshwater,Animalia,Rotifera,,,Monogononta,Ploima,Brachionidae
Betta splendens,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Anabantidae
Corydalus cornutus,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Megaloptera,Corydalidae
Daphnia hyalina,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Daphniidae
Barbus arulius,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Ctenodrilus serratus,INVERT,Saltwater,Animalia,Annelida,,,Polychaeta,Canalipalpata,Ctenodrilidae
Geitlerinema amphibium,ALGAE,Freshwater,Eubacteria,Cyanobacteria,,,Cyanophyceae,Oscillatoriales,Coleofasciculaceae
Rana hexadactyla,AMPHIB,Freshwater,Animalia,Chordata,Vertebrata,,Amphibia,Anura,Ranidae
Etroplus maculatus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Cichlidae
Oscillatoria chalybea,ALGAE,Saltwater,Monera,Cyanophycota,,,Cyanophyceae,Nostocales,Oscillatoriaceae
Oscillatoria laetevirens,ALGAE,Freshwater,Monera,Cyanophycota,,,Cyanophyceae,Nostocales,Oscillatoriaceae
Monochrysis lutheri,ALGAE,Freshwater,Plantae,Chrysophyta,,,Chrysophyceae,Chromalinales,Chromulinaceae
Gomphonema clavatum,ALGAE,Freshwater,Chromista,Bacillariophyta,,,Bacillariophyceae,Cymbellales,Gomphonemataceae
Ulothrix fimbriata,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Ulotrichales,Ulotrichaceae
Chroococcus minor,ALGAE,Freshwater,Monera,Cyanophycota,,,Cyanophyceae,Chroococcales,Chroococcaceae
Eolimna minima,ALGAE,Freshwater,Chromista,Bacillariophyta,,,Bacillariophyceae,Pennales,Naviculaceae
Monoraphidium sp,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Chlorococcales,Oocystaceae
Pediastrum duplex,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Sphaeropleales,Hydrodictyaceae
Diaptomus gracilis,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Maxillopoda,Calanoida,Diaptomidae
Cocconeis sp,ALGAE,Saltwater,Chromista,Ochrophyta,Khakista,,Bacillariophyceae,Achnanthales,Cocconeidaceae
Huso huso,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Acipenseriformes,Acipenseridae
Acroneuria ruralis,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Plecoptera,Perlidae
Baetis intermedius,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Ephemeroptera,Baetidae
Paraleptophlebia pallipes,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Ephemeroptera,Leptophlebiidae
Hydropsyche sparna,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Trichoptera,Hydropsychidae
Xiphophorus maculatus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cyprinodontiformes,Poeciliidae
Pogonichthys macrolepidotus,FISH,Freshwater,Animalia,Chordata,,,Actinopterygii,Cypriniformes,Cyprinidae
Rutilus kutum,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Cipangopaludina cathayensis,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Architaenioglossa,Viviparidae
Tisbe holothuriae,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Maxillopoda,Harpacticoida,Tisbidae
Scophthalmus maximus,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Pleuronectiformes,Scophthalmidae
Mytilus californianus,INVERT,Saltwater,Animalia,Mollusca,,,Bivalvia,Mytiloida,Mytilidae
Perna indica,INVERT,Saltwater,Animalia,Mollusca,,,Bivalvia,Mytiloida,Mytilidae
Danio malabaricus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Ankistrodesmus falcatus var acicularis,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Chlorococcales,Oocystaceae
Scenedesmus dimorphus,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Chlorococcales,Scenedesmaceae
Coelastrum microporum,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Chlorococcales,Scenedesmaceae
Callibaetis sp,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Ephemeroptera,Baetidae
Pleurocera sp,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Neotaenioglossa,Pleuroceridae
Clarias macrocephalus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Clariidae
Odontesthes bonariensis,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Atheriniformes,Atherinopsidae
Purpura lapillus,INVERT,Saltwater,Animalia,Mollusca,,,Gastropoda,,Muricidae
Actinia equina,INVERT,Saltwater,Animalia,Cnidaria,,,Anthozoa,Actiniaria,Actiniidae
Gibbula umbilicalis,INVERT,Saltwater,Animalia,Mollusca,,,Gastropoda,,Trochidae
Patella vulgata,INVERT,Saltwater,Animalia,Mollusca,,,Gastropoda,Archaeogastropoda,Patellidae
Platynereis dumerilii,INVERT,Saltwater,Animalia,Annelida,,,Polychaeta,Aciculata,Nereididae
Anacystis alpicola,ALGAE,Freshwater,Monera,Cyanophycota,,,Cyanophyceae,Chroococcales,Chroococcaceae
Rangia cuneata,INVERT,Saltwater,Animalia,Mollusca,,,Bivalvia,Veneroida,Mactridae
Emerita brasiliensis,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Hippidae
Ulva lactuca,ALGAE,Saltwater,Plantae,Chlorophyta,,,Chlorophyceae,Ulotrichales,Ulvaceae
Streptocephalus seali,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Anostraca,Streptocephalidae
Pithophora sp,ALGAE,Freshwater,Plantae,Chlorophyta,,,Ulvophyceae,Cladophorales,Pithophoraceae
Palaemonetes setiferus,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Palaemonidae
Leuresthes tenuis,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Atheriniformes,Atherinidae
Menidia peninsulae,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Atheriniformes,Atherinidae
Opsanus beta,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Batrachoidiformes,Batrachoididae
Lymnaea sp,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Basommatophora,Lymnaeidae
Neochloris sp,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Chlorococcales,Chlorococcaceae
Stauroneis amphoroides,ALGAE,Freshwater,Chromista,Bacillariophyta,,,Bacillariophyceae,Naviculales,Stauroneidaceae
Porphyridium cruentum,ALGAE,Freshwater,Plantae,Rhodophycota,,,Rhodophyceae,Porphyridiales,Porphyridiaceae
Thalassiosira fluviatilis,ALGAE,Freshwater,Chromista,Bacillariophyta,,,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae
Lates calcarifer,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Centrarchidae
Anabaena spiroides,ALGAE,Freshwater,Monera,Cyanophycota,,,Cyanophyceae,Nostocales,Nostocaceae
Pediastrum tetras,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Sphaeropleales,Hydrodictyaceae
Phormidium formosum,ALGAE,Freshwater,Monera,Cyanophycota,,,Cyanophyceae,Nostocales,Oscillatoriaceae
